id,name,url,poster,average_rating
tt0126029,Shrek,https://www.imdb.com/title/tt0126029,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.9
tt0432283,Fantastic Mr. Fox,https://www.imdb.com/title/tt0432283,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.9
tt0120363,Toy Story 2,https://www.imdb.com/title/tt0120363,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.9
tt0107688,The Nightmare Before Christmas,https://www.imdb.com/title/tt0107688,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.9
tt0113568,Ghost in the Shell,https://www.imdb.com/title/tt0113568,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.9
tt0113824,Whisper of the Heart,https://www.imdb.com/title/tt0113824,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.9
tt2245084,Big Hero 6,https://www.imdb.com/title/tt2245084,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7.8
tt5104604,Isle of Dogs,https://www.imdb.com/title/tt5104604,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg",7.8
tt1646971,How to Train Your Dragon 2,https://www.imdb.com/title/tt1646971,"https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8
tt0097814,Kiki's Delivery Service,https://www.imdb.com/title/tt0097814,"https://m.media-amazon.com/images/M/MV5BYTQ1ZTM1ZTgtN2Q2Ny00YjFkLTliNjEtN2I1ZmY5ZTY1OTEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8
tt3262342,Loving Vincent,https://www.imdb.com/title/tt3262342,"https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8
tt5491994,Planet Earth II,https://www.imdb.com/title/tt5491994,"https://m.media-amazon.com/images/M/MV5BMGZmYmQ5NGQtNWQ1MC00NWZlLTg0MjYtYjJjMzQ5ODgxYzRkXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY67_CR1,0,45,67_AL_.jpg",9.4
tt0903747,Breaking Bad,https://www.imdb.com/title/tt0903747,"https://m.media-amazon.com/images/M/MV5BYmQ4YWMxYjUtNjZmYi00MDQ1LWFjMjMtNjA5ZDdiYjdiODU5XkEyXkFqcGdeQXVyMTMzNDExODE5._V1_UX45_CR0,0,45,67_AL_.jpg",9.4
tt0795176,Planet Earth,https://www.imdb.com/title/tt0795176,"https://m.media-amazon.com/images/M/MV5BMzMyYjg0MGMtMTlkMy00OGFiLWFiNTYtYmFmZWNmMDFlMzkwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY67_CR1,0,45,67_AL_.jpg",9.4
tt0185906,Band of Brothers,https://www.imdb.com/title/tt0185906,"https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_UX45_CR0,0,45,67_AL_.jpg",9.4
tt7366338,Chernobyl,https://www.imdb.com/title/tt7366338,"https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_UY67_CR2,0,45,67_AL_.jpg",9.3
tt0306414,The Wire,https://www.imdb.com/title/tt0306414,"https://m.media-amazon.com/images/M/MV5BNTllYzFhMjAtZjExNS00MjM4LWE5YmMtOGFiZGRlOTU5YzJiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX45_CR0,0,45,67_AL_.jpg",9.3
tt0417299,Avatar: The Last Airbender,https://www.imdb.com/title/tt0417299,"https://m.media-amazon.com/images/M/MV5BODc5YTBhMTItMjhkNi00ZTIxLWI0YjAtNTZmOTY0YjRlZGQ0XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_UY67_CR0,0,45,67_AL_.jpg",9.2
tt6769208,Blue Planet II,https://www.imdb.com/title/tt6769208,"https://m.media-amazon.com/images/M/MV5BNDZiNDllMTAtOTgxZi00NzNiLWFhNzUtOGUwZWZjZGNjZTMyXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UX45_CR0,0,45,67_AL_.jpg",9.2
tt0141842,The Sopranos,https://www.imdb.com/title/tt0141842,"https://m.media-amazon.com/images/M/MV5BZGJjYzhjYTYtMDBjYy00OWU1LTg5OTYtNmYwOTZmZjE3ZDdhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY67_CR1,0,45,67_AL_.jpg",9.2
tt2395695,Cosmos: A Spacetime Odyssey,https://www.imdb.com/title/tt2395695,"https://m.media-amazon.com/images/M/MV5BZTk5OTQyZjYtMDk3Yy00YjhmLWE2MTYtZmY4NTg1YWUzZTQ0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR0,0,45,67_AL_.jpg",9.2
tt0081846,Cosmos,https://www.imdb.com/title/tt0081846,"https://m.media-amazon.com/images/M/MV5BM2YzYzc0OWUtNmIwZi00MTBlLThjYTgtYmU1ODlhMzdjMzdjXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UX45_CR0,0,45,67_AL_.jpg",9.2
tt9253866,Our Planet,https://www.imdb.com/title/tt9253866,"https://m.media-amazon.com/images/M/MV5BZmM2OWEyN2EtZWY2NS00ZDA3LWFlNTAtNzUzMGQwZWVlZmE4XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY67_CR1,0,45,67_AL_.jpg",9.2
tt0944947,Game of Thrones,https://www.imdb.com/title/tt0944947,"https://m.media-amazon.com/images/M/MV5BYTRiNDQwYzAtMzVlZS00NTI5LWJjYjUtMzkwNTUzMWMxZTllXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY67_CR2,0,45,67_AL_.jpg",9.1
tt0071075,The World at War,https://www.imdb.com/title/tt0071075,"https://m.media-amazon.com/images/M/MV5BZTIwOWEyMjctMjQwNS00ODZiLThmMWEtYWQ1OWFiYzQ2OWYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UX45_CR0,0,45,67_AL_.jpg",9.1
